area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Battarahalli,2.0,1071.0,2.0,1.0,62.0,5788.982259570495
Super built-up  Area,Ready To Move,Battarahalli,2.0,1165.0,2.0,1.0,43.0,3690.987124463519
Super built-up  Area,Ready To Move,Battarahalli,2.0,1636.0,2.0,2.0,82.89,5066.625916870416
Super built-up  Area,Ready To Move,Battarahalli,3.0,1779.0,3.0,2.0,90.0,5059.02192242833
Super built-up  Area,Under Construction,Battarahalli,2.0,1090.0,2.0,2.0,38.37,3520.183486238532
Super built-up  Area,Under Construction,Battarahalli,3.0,2082.0,3.0,2.0,104.0,4995.1969260326605
Super built-up  Area,Under Construction,Battarahalli,3.0,2024.0,3.0,2.0,103.0,5088.932806324111
Super built-up  Area,Ready To Move,Battarahalli,2.0,1097.0,2.0,1.0,49.0,4466.727438468551
Super built-up  Area,Ready To Move,Begur,3.0,1419.0,2.0,2.0,59.0,4157.85764622974
Built-up  Area,Ready To Move,Begur,3.0,1580.0,3.0,2.0,75.0,4746.835443037975
Built-up  Area,Ready To Move,Begur,3.0,1559.0,3.0,2.0,63.0,4041.051956382296
Super built-up  Area,Under Construction,Begur,3.0,1445.0,2.0,2.0,47.1,3259.515570934256
Built-up  Area,Ready To Move,Begur,3.0,1475.0,2.0,2.0,74.0,5016.949152542373
Super built-up  Area,Ready To Move,Begur,2.0,1100.0,2.0,2.0,55.0,5000.0
Built-up  Area,Ready To Move,Begur,2.0,1306.0,2.0,3.0,65.0,4977.029096477795
Super built-up  Area,Ready To Move,Begur,3.0,1304.0,3.0,0.0,65.0,4984.662576687117
Super built-up  Area,Under Construction,Begur,3.0,1411.0,2.0,2.0,60.0,4252.303330970943
Super built-up  Area,Ready To Move,Begur,2.0,815.0,2.0,1.0,40.0,4907.9754601227
Super built-up  Area,Ready To Move,Begur,3.0,1443.0,2.0,2.0,70.0,4851.004851004851
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,44.0,3666.6666666666665
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,46.8,3900.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,44.0,3793.103448275862
Super built-up  Area,Ready To Move,Begur Road,3.0,1584.0,3.0,2.0,65.0,4103.535353535353
Super built-up  Area,Ready To Move,Begur Road,3.0,1615.0,3.0,2.0,59.76,3700.30959752322
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,43.2,3600.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,44.08,3800.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,45.0,3750.0
Super built-up  Area,Ready To Move,Begur Road,3.0,1615.0,3.0,2.0,60.0,3715.170278637771
Super built-up  Area,Ready To Move,Begur Road,3.0,1410.0,2.0,3.0,53.0,3758.8652482269504
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,37.8,3149.9999999999995
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,40.59,3499.1379310344832
Super built-up  Area,Ready To Move,Begur Road,2.0,1260.0,2.0,2.0,46.62,3700.0
Built-up  Area,Ready To Move,Begur Road,3.0,1600.0,3.0,2.0,58.14,3633.75
Super built-up  Area,Ready To Move,Begur Road,3.0,1500.0,2.0,3.0,70.0,4666.666666666667
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,42.0,3620.689655172414
Super built-up  Area,Ready To Move,Begur Road,2.0,1240.0,2.0,2.0,39.06,3150.0
Super built-up  Area,Ready To Move,Begur Road,3.0,1500.0,2.0,3.0,55.0,3666.6666666666665
Super built-up  Area,Ready To Move,Begur Road,3.0,1410.0,2.0,3.0,52.17,3700.0
Super built-up  Area,Under Construction,Begur Road,3.0,1583.0,3.0,1.0,74.4,4699.936828806065
Super built-up  Area,Ready To Move,Begur Road,2.0,1170.0,2.0,2.0,46.0,3931.623931623932
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,42.92,3700.0
Super built-up  Area,Ready To Move,Begur Road,3.0,1565.0,2.0,2.0,59.76,3818.5303514377
Super built-up  Area,Ready To Move,Begur Road,3.0,1410.0,2.0,3.0,53.58,3800.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,45.0,3750.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,42.6,3550.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1334.0,2.0,3.0,42.69,3200.1499250374814
Super built-up  Area,Ready To Move,Begur Road,3.0,1565.0,2.0,2.0,57.91,3700.3194888178914
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,45.6,3800.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1215.0,2.0,2.0,43.13,3549.794238683128
Super built-up  Area,Ready To Move,Begur Road,3.0,1444.0,2.0,2.0,71.5,4951.523545706371
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,36.54,3150.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,44.4,3700.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1260.0,2.0,1.0,39.69,3150.0
Super built-up  Area,Under Construction,Begur Road,2.0,952.0,2.0,1.0,42.0,4411.764705882353
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,42.0,3500.0
Super built-up  Area,Ready To Move,Begur Road,2.0,1240.0,2.0,2.0,45.88,3700.0
Plot  Area,Ready To Move,Begur Road,3.0,1200.0,3.0,0.0,50.0,4166.666666666667
Built-up  Area,Ready To Move,Begur Road,2.0,1100.0,2.0,2.0,42.6,3872.727272727273
Super built-up  Area,Ready To Move,Begur Road,2.0,1215.0,2.0,1.0,43.75,3600.8230452674898
Built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,44.73,3727.5
Super built-up  Area,Ready To Move,Begur Road,2.0,1160.0,2.0,2.0,42.0,3620.689655172414
Super built-up  Area,Ready To Move,Begur Road,3.0,1410.0,2.0,3.0,54.99,3900.0
Super built-up  Area,Ready To Move,Bellandur,3.0,1767.0,3.0,1.0,103.0,5829.088851160159
Built-up  Area,Ready To Move,Bellandur,2.0,1205.0,2.0,3.0,66.0,5477.178423236514
Super built-up  Area,Ready To Move,Bellandur,2.0,1250.0,2.0,1.0,76.0,6080.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1000.0,2.0,2.0,50.0,5000.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1281.0,2.0,1.0,74.0,5776.736924277908
Super built-up  Area,Ready To Move,Bellandur,2.0,921.0,2.0,2.0,40.0,4343.105320304017
Super built-up  Area,Ready To Move,Bellandur,3.0,1490.0,2.0,2.0,98.0,6577.181208053691
Super built-up  Area,Ready To Move,Bellandur,3.0,2039.0,3.0,2.0,168.0,8239.333006375675
Super built-up  Area,Ready To Move,Bellandur,3.0,1605.0,3.0,2.0,85.0,5295.95015576324
Super built-up  Area,Ready To Move,Bellandur,3.0,1692.0,3.0,2.0,88.0,5200.945626477542
Super built-up  Area,Ready To Move,Bellandur,2.0,1220.0,2.0,2.0,60.0,4918.0327868852455
Super built-up  Area,Ready To Move,Bellandur,2.0,1299.0,2.0,2.0,82.0,6312.548113933795
Super built-up  Area,Ready To Move,Bellandur,2.0,900.0,2.0,2.0,56.0,6222.222222222223
Built-up  Area,Ready To Move,Bellandur,2.0,1350.0,2.0,1.0,79.0,5851.851851851852
Super built-up  Area,Ready To Move,Bellandur,2.0,1286.0,2.0,2.0,57.0,4432.348367029549
Super built-up  Area,Ready To Move,Bellandur,2.0,1457.0,2.0,2.0,85.0,5833.905284831846
Super built-up  Area,Ready To Move,Bellandur,2.0,1195.0,2.0,2.0,51.0,4267.782426778243
Super built-up  Area,Ready To Move,Bellandur,2.0,1050.0,2.0,2.0,72.0,6857.142857142857
Super built-up  Area,Ready To Move,Bellandur,2.0,1310.0,2.0,2.0,72.0,5496.18320610687
Super built-up  Area,Ready To Move,Bellandur,2.0,924.0,2.0,2.0,35.11,3799.78354978355
Super built-up  Area,Ready To Move,Bellandur,3.0,1785.0,3.0,3.0,118.0,6610.644257703081
Super built-up  Area,Ready To Move,Bellandur,2.0,1051.0,2.0,2.0,60.0,5708.848715509039
Super built-up  Area,Ready To Move,Bellandur,2.0,1060.0,2.0,1.0,65.0,6132.075471698113
Super built-up  Area,Under Construction,Bellandur,2.0,1100.0,2.0,3.0,62.0,5636.363636363636
Super built-up  Area,Ready To Move,Bellandur,2.0,1550.0,2.0,3.0,59.0,3806.451612903226
Super built-up  Area,Under Construction,Bellandur,3.0,1685.0,3.0,3.0,100.0,5934.718100890208
Super built-up  Area,Ready To Move,Bellandur,2.0,982.0,2.0,2.0,55.0,5600.814663951121
Super built-up  Area,Ready To Move,Bellandur,2.0,981.0,2.0,2.0,37.28,3800.203873598369
Super built-up  Area,Ready To Move,Bellandur,2.0,1205.0,2.0,1.0,59.0,4896.265560165975
Super built-up  Area,Ready To Move,Bellandur,2.0,1063.0,2.0,1.0,58.0,5456.255879586077
Super built-up  Area,Ready To Move,Bellandur,2.0,1201.0,2.0,2.0,59.99,4995.004163197335
Super built-up  Area,Ready To Move,Bellandur,2.0,1325.0,2.0,2.0,65.0,4905.66037735849
Super built-up  Area,Ready To Move,Bellandur,2.0,1281.0,2.0,2.0,87.0,6791.569086651054
Super built-up  Area,Ready To Move,Bellandur,2.0,1200.0,2.0,1.0,52.0,4333.333333333333
Built-up  Area,Ready To Move,Bellandur,3.0,1785.0,3.0,2.0,120.0,6722.689075630252
Super built-up  Area,Ready To Move,Bellandur,2.0,1088.0,2.0,2.0,48.0,4411.764705882353
Super built-up  Area,Ready To Move,Bellandur,2.0,1310.0,2.0,2.0,85.0,6488.5496183206105
Super built-up  Area,Ready To Move,Bellandur,2.0,982.0,2.0,2.0,37.28,3796.3340122199593
Built-up  Area,Ready To Move,Bellandur,2.0,1465.0,3.0,3.0,90.0,6143.344709897611
Super built-up  Area,Ready To Move,Bellandur,3.0,1767.0,3.0,2.0,109.0,6168.647425014148
Super built-up  Area,Ready To Move,Bellandur,2.0,1170.0,2.0,1.0,46.79,3999.1452991452993
Super built-up  Area,Ready To Move,Bellandur,2.0,1150.0,2.0,1.0,69.44,6038.260869565217
Super built-up  Area,Ready To Move,Bellandur,2.0,1200.0,2.0,3.0,45.0,3750.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1410.0,3.0,2.0,92.0,6524.822695035461
Super built-up  Area,Ready To Move,Bellandur,2.0,950.0,2.0,2.0,35.0,3684.2105263157896
Super built-up  Area,Ready To Move,Bellandur,2.0,1015.0,2.0,1.0,60.0,5911.330049261083
Super built-up  Area,Under Construction,Bellandur,3.0,1685.0,3.0,3.0,101.0,5994.06528189911
Built-up  Area,Ready To Move,Bellandur,3.0,1735.0,3.0,3.0,105.0,6051.873198847262
Built-up  Area,Under Construction,Bellandur,3.0,1685.0,3.0,3.0,115.0,6824.925816023739
Super built-up  Area,Ready To Move,Bellandur,3.0,1846.0,3.0,2.0,135.0,7313.109425785482
Super built-up  Area,Ready To Move,Bellandur,2.0,1049.0,2.0,1.0,51.0,4861.773117254528
Built-up  Area,Ready To Move,Bellandur,2.0,1211.0,2.0,1.0,63.0,5202.312138728324
Super built-up  Area,Ready To Move,Bellandur,3.0,1717.0,3.0,2.0,110.0,6406.523005241701
Super built-up  Area,Ready To Move,Bellandur,2.0,1185.0,2.0,1.0,47.39,3999.15611814346
Super built-up  Area,Ready To Move,Bellandur,2.0,1200.0,2.0,1.0,62.0,5166.666666666667
Super built-up  Area,Ready To Move,Bellandur,2.0,1251.0,2.0,3.0,47.0,3756.994404476419
Built-up  Area,Ready To Move,Bellandur,2.0,960.0,2.0,2.0,48.0,5000.0
Super built-up  Area,Ready To Move,Bellandur,3.0,1690.0,2.0,2.0,116.0,6863.905325443787
Super built-up  Area,Ready To Move,Bellandur,1.0,950.0,1.0,1.0,40.0,4210.526315789473
Built-up  Area,Ready To Move,Bellandur,2.0,850.0,2.0,1.0,45.0,5294.117647058823
Super built-up  Area,Under Construction,Bellandur,2.0,1454.0,2.0,1.0,90.0,6189.821182943604
Super built-up  Area,Ready To Move,Bellandur,2.0,1195.0,2.0,1.0,52.0,4351.464435146443
Super built-up  Area,Ready To Move,Bellandur,3.0,1435.0,2.0,2.0,115.0,8013.937282229966
Super built-up  Area,Under Construction,Bellandur,2.0,1260.0,2.0,2.0,83.5,6626.984126984127
Super built-up  Area,Ready To Move,Bellandur,3.0,1535.0,3.0,2.0,90.0,5863.192182410424
Super built-up  Area,Ready To Move,Bellandur,2.0,1047.0,2.0,1.0,75.0,7163.323782234957
Super built-up  Area,Ready To Move,Bellandur,2.0,1096.0,2.0,2.0,40.0,3649.6350364963514
Super built-up  Area,Ready To Move,Bellandur,2.0,1262.0,2.0,2.0,47.0,3724.247226624406
Super built-up  Area,Ready To Move,Benson Town,2.0,1300.0,2.0,1.0,120.0,9230.76923076923
Built-up  Area,Ready To Move,Benson Town,2.0,1567.0,3.0,0.0,140.0,8934.269304403319
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1322.0,2.0,2.0,68.0,5143.721633888048
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1351.0,2.0,2.0,70.0,5181.347150259067
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1384.0,2.0,2.0,59.0,4263.005780346821
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1351.0,2.0,2.0,74.0,5477.424130273871
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1432.0,2.0,2.0,68.0,4748.603351955308
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1349.0,2.0,2.0,56.7,4203.113417346182
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1328.0,2.0,2.0,69.0,5195.78313253012
Built-up  Area,Ready To Move,Bharathi Nagar,2.0,1300.0,2.0,2.0,55.86,4296.923076923077
Super built-up  Area,Under Construction,Bhoganhalli,3.0,1670.0,3.0,1.0,99.0,5928.143712574851
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1444.0,2.0,1.0,75.97,5261.0803324099725
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1447.0,2.0,1.0,75.97,5250.172771250864
Built-up  Area,Ready To Move,Bhoganhalli,3.0,1700.0,3.0,2.0,126.0,7411.764705882353
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1447.0,2.0,1.0,75.97,5250.172771250864
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1760.0,3.0,2.0,127.0,7215.909090909091
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1949.0,3.0,2.0,129.0,6618.778860954336
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1760.0,3.0,2.0,128.0,7272.727272727273
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1205.0,2.0,2.0,64.47,5350.207468879668
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1205.0,2.0,1.0,68.32,5669.709543568464
Super built-up  Area,Ready To Move,Bhoganhalli,2.0,1260.0,2.0,1.0,69.9,5547.619047619049
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1707.0,3.0,2.0,115.0,6736.965436438196
Built-up  Area,Ready To Move,Bhoganhalli,2.0,970.0,2.0,1.0,52.5,5412.371134020618
Super built-up  Area,Under Construction,Bhoganhalli,2.0,1277.0,2.0,1.0,79.89,6256.068911511355
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1703.0,3.0,2.0,120.0,7046.388725778039
Super built-up  Area,Ready To Move,Billekahalli,2.0,1125.0,2.0,2.0,62.0,5511.111111111111
Super built-up  Area,Ready To Move,Billekahalli,2.0,1090.0,2.0,3.0,52.0,4770.642201834862
Super built-up  Area,Ready To Move,Billekahalli,2.0,1112.0,2.0,2.0,62.0,5575.539568345324
Built-up  Area,Ready To Move,Billekahalli,3.0,2400.0,3.0,1.0,150.0,6250.0
Super built-up  Area,Ready To Move,Billekahalli,2.0,950.0,2.0,1.0,58.11,6116.8421052631575
Super built-up  Area,Ready To Move,Billekahalli,2.0,1360.0,2.0,3.0,110.0,8088.235294117647
Super built-up  Area,Ready To Move,Billekahalli,2.0,1125.0,2.0,1.0,65.0,5777.777777777777
Super built-up  Area,Ready To Move,Billekahalli,2.0,950.0,2.0,2.0,56.0,5894.736842105263
Built-up  Area,Ready To Move,Billekahalli,3.0,1805.0,3.0,3.0,134.0,7423.822714681441
Super built-up  Area,Under Construction,Binny Pete,3.0,1755.0,3.0,1.0,122.0,6951.566951566952
Super built-up  Area,Under Construction,Binny Pete,1.0,665.0,1.0,0.0,50.75,7631.578947368421
Super built-up  Area,Under Construction,Binny Pete,2.0,1245.0,2.0,1.0,86.28,6930.120481927711
Super built-up  Area,Under Construction,Binny Pete,1.0,660.0,1.0,1.0,54.0,8181.818181818182
Super built-up  Area,Under Construction,Binny Pete,1.0,665.0,1.0,1.0,46.08,6929.3233082706765
Super built-up  Area,Under Construction,Binny Pete,1.0,660.0,1.0,1.0,62.0,9393.939393939394
Super built-up  Area,Under Construction,Binny Pete,2.0,1365.0,2.0,1.0,122.0,8937.728937728938
Super built-up  Area,Under Construction,Binny Pete,3.0,1795.0,3.0,2.0,139.0,7743.732590529248
Super built-up  Area,Under Construction,Binny Pete,3.0,1740.0,3.0,1.0,150.0,8620.689655172413
Super built-up  Area,Under Construction,Binny Pete,3.0,1970.0,3.0,2.0,164.0,8324.873096446701
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1180.0,3.0,2.0,48.0,4067.796610169492
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,46.0,4279.069767441861
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,45.0,4186.046511627907
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,1.0,33.0,3905.3254437869823
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,1.0,37.0,4378.698224852071
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,1.0,29.0,3431.9526627218934
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,47.0,4372.093023255814
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,850.0,1.0,1.0,32.0,3764.705882352941
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,50.0,4651.162790697675
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,52.0,4837.209302325581
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1180.0,2.0,1.0,46.0,3898.3050847457625
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,42.0,3906.9767441860463
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,43.0,4000.0
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,700.0,1.0,1.0,32.0,4571.428571428572
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,1.0,33.0,3905.3254437869823
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,945.0,2.0,1.0,33.0,3492.063492063492
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,1.0,30.0,3550.2958579881656
Built-up  Area,Ready To Move,Bisuvanahalli,3.0,1080.0,2.0,1.0,45.0,4166.666666666667
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1180.0,2.0,1.0,55.5,4703.389830508475
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,48.0,4465.116279069767
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,44.0,4093.0232558139537
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,850.0,2.0,1.0,27.0,3176.470588235294
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,2.0,32.0,3786.98224852071
Built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,41.49,3859.5348837209294
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,845.0,2.0,0.0,34.0,4023.668639053255
Super built-up  Area,Ready To Move,Bommanahalli,1.0,520.0,1.0,0.0,19.5,3750.0
Built-up  Area,Ready To Move,Bommanahalli,1.0,515.0,1.0,1.0,25.0,4854.368932038835
Built-up  Area,Ready To Move,Bommanahalli,2.0,1090.0,3.0,2.0,44.0,4036.697247706422
Super built-up  Area,Ready To Move,Bommanahalli,3.0,1850.0,3.0,2.0,90.0,4864.864864864865
Super built-up  Area,Ready To Move,Bommanahalli,2.0,910.0,2.0,1.0,45.0,4945.054945054945
Super built-up  Area,Ready To Move,Bommanahalli,2.0,1050.0,2.0,2.0,46.0,4380.952380952381
Super built-up  Area,Ready To Move,Bommanahalli,2.0,1100.0,1.0,2.0,55.0,5000.0
Built-up  Area,Ready To Move,Bommanahalli,2.0,1350.0,2.0,2.0,72.0,5333.333333333333
Super built-up  Area,Ready To Move,Bommanahalli,4.0,2100.0,4.0,2.0,85.0,4047.619047619048
Super built-up  Area,Ready To Move,Bommanahalli,2.0,1307.0,2.0,1.0,50.0,3825.554705432288
Built-up  Area,Ready To Move,Bommanahalli,2.0,1091.0,2.0,1.0,40.0,3666.361136571953
Super built-up  Area,Ready To Move,Bommanahalli,2.0,1160.0,2.0,3.0,53.0,4568.96551724138
Super built-up  Area,Ready To Move,Bommanahalli,2.0,1050.0,2.0,2.0,54.0,5142.857142857143
Super built-up  Area,Under Construction,Bommasandra,3.0,1260.0,3.0,1.0,49.36,3917.4603174603176
Super built-up  Area,Ready To Move,Bommasandra,3.0,1200.0,3.0,2.0,46.0,3833.3333333333335
Super built-up  Area,Under Construction,Bommasandra,2.0,1035.0,2.0,1.0,41.0,3961.352657004831
Super built-up  Area,Under Construction,Bommasandra,2.0,1035.0,2.0,1.0,41.73,4031.884057971014
Super built-up  Area,Ready To Move,Bommasandra,2.0,1034.0,2.0,3.0,40.0,3868.471953578337
Built-up  Area,Ready To Move,Bommasandra,2.0,877.0,2.0,2.0,30.0,3420.752565564424
Super built-up  Area,Under Construction,Bommasandra,2.0,920.0,2.0,1.0,37.46,4071.7391304347834
Super built-up  Area,Under Construction,Bommasandra,2.0,1035.0,2.0,1.0,41.43,4002.8985507246375
Super built-up  Area,Under Construction,Bommasandra,3.0,1295.0,2.0,1.0,50.28,3882.6254826254826
Super built-up  Area,Under Construction,Bommasandra,2.0,1015.0,2.0,1.0,40.0,3940.886699507389
Built-up  Area,Ready To Move,Bommasandra,2.0,1000.0,2.0,1.0,35.0,3500.0
Super built-up  Area,Under Construction,Bommasandra,2.0,955.0,2.0,1.0,35.28,3694.240837696335
Super built-up  Area,Under Construction,Bommasandra,2.0,1005.0,2.0,1.0,39.77,3957.213930348259
Super built-up  Area,Ready To Move,Bommasandra,2.0,1014.0,2.0,1.0,35.0,3451.6765285996057
Super built-up  Area,Under Construction,Bommasandra,2.0,1020.0,2.0,1.0,40.89,4008.823529411765
Super built-up  Area,Under Construction,Bommasandra,2.0,920.0,2.0,1.0,37.2,4043.478260869566
Super built-up  Area,Ready To Move,Bommasandra,2.0,800.0,1.0,1.0,32.0,4000.0
Super built-up  Area,Under Construction,Bommasandra,3.0,1280.0,3.0,1.0,50.0,3906.25
Plot  Area,Under Construction,Bommasandra,3.0,1942.0,3.0,2.0,90.0,4634.397528321319
Super built-up  Area,Under Construction,Bommasandra,2.0,1127.0,2.0,1.0,45.0,3992.9015084294583
Super built-up  Area,Ready To Move,Bommasandra,2.0,877.0,2.0,1.0,29.0,3306.72748004561
Super built-up  Area,Under Construction,Bommasandra,3.0,1365.0,3.0,1.0,52.81,3868.864468864469
Super built-up  Area,Ready To Move,Bommasandra,2.0,842.0,2.0,2.0,30.0,3562.945368171021
Super built-up  Area,Under Construction,Bommasandra,3.0,1260.0,3.0,1.0,49.36,3917.4603174603176
Super built-up  Area,Under Construction,Bommasandra,3.0,1365.0,3.0,1.0,52.82,3869.5970695970695
Super built-up  Area,Under Construction,Bommasandra,2.0,955.0,2.0,1.0,37.97,3975.916230366492
Super built-up  Area,Ready To Move,Bommasandra,2.0,1089.0,2.0,1.0,40.0,3673.094582185491
Super built-up  Area,Under Construction,Bommasandra,3.0,1365.0,3.0,1.0,53.96,3953.113553113553
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1090.0,2.0,2.0,31.48,2888.0733944954127
Built-up  Area,Under Construction,Bommasandra Industrial Area,3.0,1400.0,2.0,1.0,40.44,2888.5714285714284
Built-up  Area,Under Construction,Bommasandra Industrial Area,3.0,1320.0,2.0,1.0,38.13,2888.636363636364
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1020.0,2.0,1.0,29.45,2887.2549019607845
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1165.0,2.0,1.0,33.64,2887.5536480686696
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1090.0,2.0,1.0,31.48,2888.0733944954127
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1000.0,2.0,1.0,28.88,2888.0
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1020.0,2.0,1.0,29.45,2887.2549019607845
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1160.0,2.0,1.0,33.51,2888.793103448276
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1125.0,2.0,1.0,32.49,2888.0
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1125.0,2.0,1.0,32.49,2888.0
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1130.0,2.0,1.0,32.64,2888.495575221239
Built-up  Area,Under Construction,Bommasandra Industrial Area,2.0,1065.0,2.0,1.0,30.75,2887.323943661972
Built-up  Area,Ready To Move,Bommenahalli,4.0,1632.0,3.0,0.0,145.0,8884.803921568628
Plot  Area,Ready To Move,Bommenahalli,4.0,1670.0,3.0,0.0,135.0,8083.832335329342
Built-up  Area,Ready To Move,Bommenahalli,4.0,1680.0,3.0,0.0,135.0,8035.714285714285
Plot  Area,Ready To Move,Bommenahalli,4.0,1632.0,3.0,1.0,128.0,7843.137254901961
Plot  Area,Ready To Move,Bommenahalli,3.0,1232.0,3.0,1.0,96.0,7792.207792207792
Built-up  Area,Ready To Move,Bommenahalli,4.0,1632.0,3.0,0.0,140.0,8578.43137254902
Super built-up  Area,Ready To Move,Brookefield,2.0,1150.0,2.0,3.0,69.0,6000.0
Built-up  Area,Ready To Move,Brookefield,2.0,1142.0,2.0,2.0,70.0,6129.597197898424
Super built-up  Area,Ready To Move,Brookefield,3.0,1476.0,3.0,2.0,105.0,7113.821138211382
Plot  Area,Ready To Move,Brookefield,4.0,1700.0,4.0,1.0,152.0,8941.176470588236
Super built-up  Area,Ready To Move,Brookefield,2.0,1262.0,2.0,1.0,75.0,5942.947702060222
Super built-up  Area,Ready To Move,Brookefield,2.0,1139.0,2.0,2.0,80.0,7023.705004389815
Super built-up  Area,Ready To Move,Brookefield,2.0,1125.0,2.0,2.0,70.0,6222.222222222223
Super built-up  Area,Ready To Move,Brookefield,3.0,1420.0,3.0,2.0,85.0,5985.915492957746
Super built-up  Area,Ready To Move,Brookefield,2.0,941.0,2.0,2.0,48.0,5100.956429330499
Built-up  Area,Ready To Move,Brookefield,2.0,1100.0,2.0,1.0,55.0,5000.0
Super built-up  Area,Ready To Move,Brookefield,4.0,2400.0,3.0,3.0,140.0,5833.333333333333
Built-up  Area,Ready To Move,Brookefield,2.0,1225.0,2.0,2.0,66.5,5428.571428571428
